Date,Avg_temp,Temp_diff,Consumer_price,Cow_disease
20170424,15.1,13,79108,492
20170425,16,7.5,78667,492
20170426,15.1,9.7,79103,492
20170427,13.6,11.9,77917,492
20170428,14.4,12.6,77892,492
20170502,20.7,12.8,78054,241
20170504,21,12.7,77708,241
20170508,17.9,12.4,76720,241
20170510,16.4,6.6,76491,241
20170511,19.3,11.7,74750,241
20170512,19.1,4.3,74750,241
20170515,16,7.8,76911,241
20170516,17.1,9,77184,241
20170517,18.6,13.6,77373,241
20170518,20.4,13,77859,241
20170519,21.1,12.8,77859,241
20170522,21.8,12.1,78459,241
20170523,20,7.2,78459,241
20170524,21.8,10.9,78459,241
20170525,19.2,10,77569,241
20170526,17.7,10.8,77924,241
20170529,22.9,11.2,77865,241
20170530,23.6,11.7,77924,241
20170531,23.3,11.9,77224,241
20170601,23.3,7,76335,362
20170602,20.5,10.1,76669,362
20170605,24.2,13.9,76669,362
20170607,17.6,4.1,76539,362
20170608,20.1,10.8,77738,362
20170609,21.2,7.8,77035,362
20170612,22.1,11,77359,362
20170613,21.5,7.6,77468,362
20170614,21.8,9,77468,362
20170615,23.1,11.6,78113,362
20170616,25.5,12.7,78297,362
20170619,24.8,10.7,78981,362
20170620,26,12.7,78981,362
20170621,25.4,9.9,78981,362
20170622,25.3,9.2,78219,362
20170623,26.7,12.8,78025,362
20170626,23.1,9.8,78419,362
20170627,25.2,9.7,78864,362
20170628,26,8,79381,362
20170629,26.2,9.6,78462,362
20170630,25.9,8.7,77718,362
20170703,24.7,5.5,77700,269
20170704,26.7,7.8,77989,269
20170705,27.4,9.3,78267,269
20170706,27.6,10.7,78389,269
20170707,26.4,4,78389,269
20170710,24,2.8,79235,269
20170711,26,8.7,79235,269
20170712,27.1,6.2,79235,269
20170713,27.6,9,79757,269
20170714,28.7,6.9,79757,269
20170717,26.8,5,79765,269
20170718,26.5,6.8,79630,269
20170719,28.3,9.6,79251,269
20170720,29.9,8.9,79008,269
20170721,29.8,5.1,78756,269
20170724,26.2,1.7,79697,269
20170725,29.4,10.8,79697,269
20170726,28.7,8.6,79697,269
20170727,27.1,4.8,78853,269
20170728,25.5,2.1,78642,269
20170731,25.7,2.3,80127,269
20170801,28.6,8.9,80127,377
20170802,30,6.4,80486,377
20170803,30.2,6.7,79432,377
20170804,30.3,9.4,79227,377
20170807,29.2,8,79551,377
20170808,28.2,5.5,79551,377
20170809,27.6,7.4,79011,377
20170810,24.8,2.4,79887,377
20170811,27,8.5,79326,377
20170814,24.6,4,79738,377
20170816,23.3,6.3,79884,377
20170817,24.8,6.5,79592,377
20170818,26.3,6.7,79539,377
20170821,25.8,5.5,79928,377
20170822,27.3,8.1,79928,377
20170823,27.2,5.6,79038,377
20170824,26.5,4.2,79447,377
20170825,25.3,8.4,79462,377
20170828,21.5,8.2,80100,377
20170829,19.5,7,80371,377
20170830,19.8,7.8,81103,377
20170831,22.2,11,81108,377
20170901,23.3,12.6,80941,415
20170904,24.6,10.4,81811,415
20170905,21.9,3.3,82324,415
20170906,20.6,5.5,82324,415
20170907,22.4,9.7,81846,415
20170908,24.3,9.5,81630,415
20170911,21.2,6,81684,415
20170912,22.1,10.2,81884,415
20170913,21.4,11.6,81884,415
20170914,22.4,14.7,82262,415
20170915,22.6,10.1,82673,415
20170918,21.9,11.2,82457,415
20170919,22.6,5.7,82638,415
20170920,19.5,10.8,82414,415
20170921,20.3,12.8,81657,415
20170922,20.6,11.4,81435,415
20170925,23.4,12.7,81392,415
20170926,25.1,12,81484,415
20170927,22.7,7.4,82026,415
20170928,19.2,11.1,81959,415
20170929,17.4,12.3,81789,415
20171010,21.4,6.2,82371,293
20171011,15.5,9.5,82760,293
20171012,11.4,,84125,293
20171013,12.8,12.8,84264,293
20171016,16.6,8.4,84978,293
20171017,16.2,14.7,84924,293
20171018,16.5,4.9,84811,293
20171019,17,11.3,84712,293
20171020,17,13.1,84777,293
20171023,13.7,12,84789,293
20171024,14.4,11,84816,293
20171025,14.4,11.1,84546,293
20171026,14.5,7.4,83051,293
20171027,16.9,12.3,83162,293
20171030,7.7,10.7,83736,293
20171031,10.4,12.4,83645,293
20171101,14.4,6.6,84039,547
20171102,15.5,4,82153,547
20171103,12.3,10.5,82446,547
20171106,11.4,8.5,83753,547
20171107,14.4,9.2,84253,547
20171108,13.1,10.3,83918,547
20171109,9.4,13.1,81674,547
20171110,9.8,10.6,81305,547
20171113,8.4,8.7,81489,547
20171114,7.5,8.5,81674,547
20171115,3.2,7.6,81700,547
20171116,1,9.8,82911,547
20171117,3,7.4,82911,547
20171120,-0.4,8.1,82437,547
20171121,1.3,12.3,82395,547
20171122,4.3,10.2,82395,547
20171123,0.9,7.2,80517,547
20171124,-0.4,5.4,81011,547
20171127,2.5,12.4,80589,547
20171128,6.4,9.9,80206,547
20171129,3.2,9.9,80416,547
20171130,-2.4,7.9,81963,547
20171201,-2.2,10.7,81963,299
20171204,-1.2,10.6,82763,299
20171205,-4.2,7.8,82763,299
20171206,0.2,10.5,82605,299
20171207,0.7,8.1,81884,299
20171208,-3.8,6.6,82668,299
20171211,-7,8.5,83274,299
20171212,-9.4,7.1,83274,299
20171213,-8.7,7.6,83274,299
20171214,-6.6,9.3,83335,299
20171215,-3,8.4,83335,299
20171218,-1.6,9.2,83795,299
20171219,-3.9,5.5,83335,299
20171220,-3.9,8.4,83341,299
20171221,-0.9,10.2,83368,299
20171222,3.4,8.5,81479,299
20171226,-3.8,6.8,82032,299
20171227,-6.9,7.7,82032,299
20171228,-2.1,7.6,81479,299
20171229,2.1,6.4,80137,299
20180102,-1.8,6.1,80530,268
20180103,-4.7,6.7,80095,268
20180104,-4.7,8,80021,268
20180105,-3,7.2,80021,268
20180108,1.3,5.2,79505,268
20180109,-4.2,4.9,79505,268
20180110,-7.5,5.5,79505,268
20180111,-11.1,6.2,81782,268
20180112,-10.2,9.9,81566,268
20180115,4.7,5.9,81758,268
20180116,3.5,6.7,81713,268
20180117,4.5,6.3,81976,268
20180118,2.1,4.2,81958,268
20180119,1,8,81958,268
20180122,0.2,9.3,82711,268
20180123,-11.7,9.3,82884,268
20180124,-14.2,5.6,82249,268
20180125,-14,6.9,82545,268
20180126,-14.8,7.1,82545,268
20180129,-8.5,6.9,82249,268
20180130,-5.3,10.6,82249,268
20180131,-2.6,5.2,82249,268
20180201,-4,10,81833,219
20180202,-2.4,11.4,81833,219
20180205,-9.4,6.7,81833,219
20180206,-10.1,7,82197,219
20180207,-8,11.8,82197,219
20180208,-4.4,11.7,81934,219
20180209,0.4,11.4,82065,219
20180212,-5.8,7.8,82644,219
20180213,-0.8,11.7,82387,219
20180219,1.8,8.7,80008,219
20180220,0.9,7.9,79568,219
20180221,-0.9,8.9,78681,219
20180222,1.3,9.3,80382,219
20180223,4.2,8.9,80488,219
20180226,3.1,13.6,80431,219
20180227,4.2,6.3,80891,219
20180228,4.6,6,81508,219
20180302,-0.7,12.1,81973,299
20180305,5.5,10.1,81694,299
20180306,4.5,12,81694,299
20180307,6.4,8.5,81694,299
20180308,4.6,7,83405,299
20180309,4.5,8.2,83405,299
20180312,8,13.3,83865,299
20180313,12.4,13.6,83865,299
20180314,17,8.5,83865,299
20180315,12.4,8.2,81772,299
20180316,7.1,8.6,81022,299
20180319,8,4.2,81832,299
20180320,4.7,7.5,81832,299
20180321,2.1,4.2,81679,299
20180322,4.9,11,78744,299
20180323,6.1,10.7,78766,299
20180326,11,12.8,79300,299
20180327,13.3,12.3,79300,299
20180328,14,9.6,79232,299
20180329,15.4,9.3,78139,299
20180330,14.8,12.1,78566,299
20180402,18.4,8.8,79135,298
20180403,17.8,6.3,79167,298
20180404,13.4,8.7,79250,298
20180405,7.6,2.8,83062,298
20180406,5.8,5.6,82454,298
20180409,7.9,15.3,83074,298
20180410,15.1,15,83074,298
20180411,12.6,8.6,82426,298
20180412,13.3,12.8,81509,298
20180413,14.6,11,82009,298
20180416,11.6,13.9,82009,298
20180417,12.9,13.3,82009,298
20180418,12.4,13.1,82367,298
20180419,14,13.1,82453,298
20180420,18.4,15.3,82453,298
20180423,9.3,2.3,82894,298
20180424,12.1,7.2,82758,298
20180425,14.6,17.6,82758,298
20180426,14.9,12.1,79491,298
20180427,15.7,13.6,78397,298
20180430,19.2,10.9,78997,298
20180501,20.4,5.5,78997,372
20180502,15.1,11,79838,372
20180503,11.2,7.8,80275,372
20180504,14.1,11.2,78953,372
20180508,17.5,11.3,79395,372
20180509,15.7,12.6,79395,372
20180510,15.4,10.1,80250,372
20180511,16.1,9.4,80094,372
20180514,18.2,12.6,80144,372
20180515,23.2,13.9,79811,372
20180516,22.3,2.6,80144,372
20180517,20.9,4.7,79666,372
20180518,16.3,7.1,79758,372
20180521,17.8,12.4,79666,372
20180522,18.1,7.8,79666,372
20180523,17.3,9.7,79814,372
20180524,18.3,12.5,80982,372
20180525,19.7,12.4,81453,372
20180528,22.3,12.9,81074,372
20180529,21.4,6.8,81074,372
20180530,20.2,8.9,81074,372
20180531,20.9,13.4,78797,372
20180601,23.8,12.7,79558,383
20180604,22.6,8.6,80240,383
20180605,23.7,11.5,79770,383
20180607,22.2,11.6,81184,383
20180608,21.9,8.5,81184,383
20180611,20.2,5.9,81284,383
20180612,21.3,10.5,81284,383
20180613,22,8.7,81284,383
20180614,21.6,6.3,78929,383
20180615,21.7,9.8,78929,383
20180618,24.8,10.9,79356,383
20180619,22.4,8.1,79356,383
20180620,22.7,9.3,79356,383
20180621,23.7,9.3,80040,383
20180622,25,13.8,79771,383
20180625,27.1,11.6,78386,383
20180626,22.3,6.7,78386,383
20180627,22.3,6.4,77824,383
20180628,23.3,6.7,77386,383
20180629,24.7,7.2,78869,383
20180702,22.6,4.7,79522,746
20180703,27.4,10.1,80116,746
20180704,27.3,7.8,81008,746
20180705,25.3,5.6,83200,746
20180706,23.9,5.6,82950,746
20180709,20.8,4.1,82749,746
20180710,23.7,6.1,83006,746
20180711,26.8,5.1,83006,746
20180712,26.6,3.1,79861,746
20180713,27.3,6.2,79278,746
20180716,28.7,10,79000,746
20180717,28.1,8.2,79278,746
20180718,28.2,9.5,79000,746
20180719,28.7,10.9,80886,746
20180720,29.5,10.1,80686,746
20180723,31.7,6.5,81029,746
20180724,31.4,9.6,81029,746
20180725,30.1,6.4,80571,746
20180726,30.1,6.4,78364,746
20180727,30.9,8.2,78278,746
20180730,31.7,10.7,79848,746
20180731,32.6,10.5,78971,746
20180801,33.6,11.8,79400,389
20180802,33.7,7.6,79647,389
20180803,33.1,7.9,79353,389
20180806,30.5,7,79606,389
20180807,30.5,9.1,79156,389
20180808,31,7.7,78806,389
20180809,28.8,5.4,79485,389
20180810,30.7,11.1,78826,389
20180813,30.5,7.7,78577,389
20180814,31.7,9.5,78577,389
20180816,29.9,11.5,77997,389
20180817,27.2,12.1,78608,389
20180820,29.1,8.2,79340,389
20180821,26.6,7.6,79026,389
20180822,30.7,14.2,78847,389
20180823,29.4,6.5,79985,389
20180824,24.4,3.1,80691,389
20180827,22.7,4.7,81597,389
20180828,23.7,3.6,81597,389
20180829,25.2,4.7,81556,389
20180830,25.3,4.3,81059,389
20180831,25.6,7.5,80623,389
20180903,23.3,4.4,81558,173
20180904,23.2,7.8,81687,173
20180905,24,8.9,81742,173
20180906,24.1,7.3,80381,173
20180907,22,6.4,80090,173
20180910,22.9,9.8,81082,173
20180911,21.6,9.3,81280,173
20180912,22.8,11.4,80788,173
20180913,23.5,8,82994,173
20180914,23.5,6.5,82994,173
20180917,22.3,9.2,83347,173
20180918,22,8.8,83388,173
20180919,22.1,7.7,82894,173
20180920,19,2.3,80019,173
20180921,19.4,4.3,81139,173
20180928,17.5,7.9,82925,173
20181001,15.4,6.7,82925,495
20181002,15.9,11.7,82925,495
20181004,19.3,12.6,84800,495
20181005,16.9,3.3,84794,495
20181008,14.8,11.7,85400,495
20181010,12,8.8,85316,495
20181011,9.7,7.8,84994,495
20181012,10.9,12.2,83694,495
20181015,15.2,10.1,83569,495
20181016,14.5,10.4,83569,495
20181017,12.4,10.2,82950,495
20181018,12.7,11.5,84293,495
20181019,13.1,13.2,84583,495
20181022,14,11.8,85887,495
20181023,12.2,7.1,85887,495
20181024,12.5,11.1,86250,495
20181025,13.8,14.2,85118,495
20181026,12.2,4.8,85118,495
20181029,7.2,8.3,85270,495
20181030,6.1,10.9,85270,495
20181031,7.4,9.6,84444,495
20181101,8.4,12.7,83367,401
20181102,10.6,15,83562,401
20181105,11.9,11.7,84911,401
20181106,12.2,9.5,85397,401
20181107,12.8,5.4,85525,401
20181108,11.8,4.2,83688,401
20181109,12.1,5.9,82870,401
20181112,8.1,12,83609,401
20181113,8.8,11.3,83264,401
20181114,9.8,11.8,83264,401
20181115,9.7,11.5,80341,401
20181116,8.8,10.3,80429,401
20181119,6.5,8,80018,401
20181120,6.5,12.7,81106,401
20181121,5.8,5.1,80739,401
20181122,2.3,8.4,85154,401
20181123,1.9,10.7,85439,401
20181126,6.3,12,85166,401
20181127,7.1,9.4,85166,401
20181128,5,9,87651,401
20181129,3.5,6.1,87582,401
20181130,2.7,9.5,87582,401
20181203,11.5,4.2,87763,474
20181204,6.7,12.1,88191,474
20181205,0,7.7,88191,474
20181206,2.4,7.8,84915,474
20181207,-7.3,8.5,84915,474
20181210,-2.5,12.7,85072,474
20181211,0.2,5.3,85072,474
20181212,-1.9,7.4,85072,474
20181213,-2.2,8,83356,474
20181214,-4.4,8.4,82944,474
20181217,1.6,7.4,82944,474
20181218,2.6,10.2,81730,474
20181219,4,8.2,82161,474
20181220,3.4,11.5,81637,474
20181221,5.6,9.4,79666,474
20181224,-2.3,9,79666,474
20181226,-1.5,10.1,79637,474
20181227,-10.1,6,78585,474
20181228,-10.5,7.8,79858,474
20181231,-5.4,10,80827,474
20190102,-4.9,9,81074,529
20190103,-3.5,11.6,78215,529
20190104,-1.1,10.3,78215,529
20190107,-1.9,9.3,78215,529
20190108,-3.5,7.7,78215,529
20190109,-4.7,10.7,77676,529
20190110,-0.6,7.5,79882,529
20190111,2.4,7.6,79735,529
20190114,1.4,7.7,80061,529
20190115,-1.7,9.8,80088,529
20190116,-5.2,9,81400,529
20190117,-0.3,7.2,82174,529
20190118,0.6,11.3,82231,529
20190121,-1.2,10.9,82060,529
20190122,1.7,10.4,82712,529
20190123,2,7.8,82712,529
20190124,0.1,11.1,83091,529
20190125,-1.2,6.4,82889,529
20190128,1.2,6.9,83388,529
20190129,-0.2,12.6,83779,529
20190130,1.8,9.4,82194,529
20190131,-2,8.5,79467,529
20190201,-2.1,10.2,80015,336
20190207,-2.1,14.5,81985,336
20190208,-6.1,8.9,81133,336
20190211,-3,9.5,79825,336
20190212,-0.6,7.8,79075,336
20190213,-2.1,8.2,79500,336
20190214,-0.5,12.2,80632,336
20190215,-0.8,3.8,79665,336
20190218,0.9,10.6,81057,336
20190219,1.4,2.8,80474,336
20190220,1.7,4.6,78309,336
20190221,2.4,11.6,79725,336
20190222,4,12.4,79248,336
20190225,4.7,8.9,77745,336
20190226,5.2,13.5,78685,336
20190227,7.8,9.3,78888,336
20190228,6.6,10.8,79731,336
20190304,9.9,11.3,78418,457
20190305,8.4,7.3,78127,457
20190306,8.4,6.7,77821,457
20190307,7,9.6,77378,457
20190308,6.1,12.8,77066,457
20190311,6.6,6.5,76848,457
20190312,3.9,8.2,76350,457
20190313,3.5,8.9,76232,457
20190314,5,11.7,76875,457
20190315,5.5,9.7,78235,457
20190318,7.1,13,78944,457
20190319,10,13.3,79221,457
20190320,10.3,7.5,79097,457
20190321,7.1,9.2,79126,457
20190322,3.3,9,79274,457
20190325,7.3,8.6,79120,457
20190326,11.4,10.2,79606,457
20190327,11.6,7.3,79263,457
20190328,9.4,9,78491,457
20190329,9.2,9.6,78491,457
20190401,5.5,11,78491,589
20190402,6.7,11.7,78220,589
20190403,7.6,11.7,78963,589
20190404,9.2,12.7,78891,589
20190405,11.4,10.2,78406,589
20190408,11.6,9.6,78949,589
20190409,9.2,9.2,78949,589
20190410,7.1,5.5,78377,589
20190411,9.5,11.4,78143,589
20190412,11.4,12.9,77735,589
20190415,11.6,14.2,78000,589
20190416,14.9,15.8,78944,589
20190417,15.3,12.7,78944,589
20190418,12.6,5.8,78518,589
20190419,13.8,10.1,78270,589
20190422,19.3,17.5,78938,589
20190423,20.4,10.2,78938,589
20190424,19.5,10.1,77791,589
20190425,13.2,7.8,79426,589
20190426,8.4,3.7,79761,589
20190429,13,9,79628,589
20190430,15.5,13.5,79628,589
20190501,16.4,11,79628,396
20190502,17.1,14.7,77672,396
20190503,17.9,16,78035,396
20190507,15,13.5,77262,396
20190508,15.6,11.2,78047,396
20190509,16.6,11.2,78858,396
20190510,17.8,16.5,77886,396
20190513,18.7,7.3,79064,396
20190514,19.6,14,79974,396
20190515,20.7,13.2,80441,396
20190516,23.5,13.3,79492,396
20190517,23.6,10.7,79373,396
20190520,16.4,7.2,79838,396
20190521,17.2,12.1,79492,396
20190522,19.5,14.2,78978,396
20190523,22.1,14.2,80400,396
20190524,24.2,17.2,79109,396
20190527,17.8,8,80222,396
20190528,18.1,12.7,79944,396
20190529,20.3,13.2,79750,396
20190530,19.6,9.9,79657,396
20190531,19.1,7.2,79874,396
20190603,23.1,13.5,81154,532
20190604,22.6,11.4,81154,532
20190605,23,11.8,80706,532
20190606,21.2,6.5,80706,532
20190607,20,7.7,80385,532
20190610,18.4,6.2,80385,532
20190611,20.5,10.6,80385,532
20190612,21.5,10.3,81881,532
20190613,23,12.2,82217,532
20190614,23,9.3,82217,532
20190617,21.7,8.1,83076,532
20190618,20.8,7.8,83076,532
20190619,21.4,6.5,83209,532
20190620,22.7,8,81035,532
20190621,22.1,6.7,80630,532
20190624,25.2,10,80406,532
20190625,25.6,13.3,79308,532
20190626,25.5,8.8,79068,532
20190627,25.5,9.3,78711,532
20190628,24.7,6.7,78287,532
20190701,23.9,8.3,79069,360
20190702,24.4,9.3,79186,360
20190703,24.1,6.2,79722,360
20190704,25.4,12.8,80809,360
20190705,27.6,14.8,81463,360
20190708,25.1,9.8,83503,360
20190709,25,10.3,83648,360
20190710,22.7,8,83648,360
20190711,21.9,6.4,84444,360
20190712,23.6,8.7,83226,360
20190715,23.8,5.3,84538,360
20190716,24.7,7.4,84859,360
20190717,25.6,6.9,84794,360
20190718,26.9,8.8,84276,360
20190719,28.6,12.2,83591,360
20190722,26.7,6.8,84026,360
20190723,28.1,8.5,84706,360
20190724,26.5,2,84706,360
20190725,26.3,1.8,82506,360
20190726,25.1,2.2,81519,360
20190729,27.5,4.4,81711,360
20190730,28.1,4.5,81642,360
20190731,25.8,3.5,82568,360
20190801,26.3,6.6,83179,310
20190802,28.4,8.4,83912,310
20190805,30.5,10.3,84826,310
20190806,31.6,8.9,85089,310
20190807,26.9,6.4,84364,310
20190808,28.9,6.8,83421,310
20190809,29.8,8.6,83615,310
20190812,26.6,3.7,83823,310
20190813,29.2,10.2,83339,310
20190814,30.4,9.8,84263,310
20190815,25.9,4.7,84263,310
20190816,25.9,6.5,79594,310
20190819,26.3,10.1,79300,310
20190820,28.2,9.6,79394,310
20190821,27,6,80272,310
20190822,26.9,8.4,80271,310
20190823,26.2,7.8,81300,310
20190826,26.4,10.6,80881,310
20190827,25.7,7.1,81663,310
20190828,26.1,6.6,81850,310
20190829,23.4,6.3,84135,310
20190830,22.6,7.5,84135,310
20190902,24.4,10.3,83227,284
20190903,24.1,6,83777,284
20190904,22.8,4.3,84310,284
20190905,23,6.1,83371,284
20190906,25.3,7.5,83694,284
20190909,25.1,5.6,82503,284
20190910,23.8,4.4,83052,284
20190911,24.3,8.3,83052,284
20190916,24.5,9.8,86764,284
20190917,23.5,11,87764,284
20190918,21,9.4,88103,284
20190919,19.5,12.4,87839,284
20190920,19.6,8.4,88863,284
20190923,20,7.7,89352,284
20190924,19.8,12.6,89509,284
20190925,20.9,12.6,89509,284
20190926,22.9,11.3,88259,284
20190927,22.9,7.4,88259,284
20190930,22.4,13.5,88053,284
20191001,23.1,10.6,88600,607
20191002,21.6,4.2,88553,607
20191003,22.4,7.5,88553,607
20191004,22.4,9.8,89710,607
20191007,14.8,4.6,88220,607
20191008,14.7,9.2,88220,607
20191009,13.6,12.7,88220,607
20191010,15.2,9.1,89553,607
20191011,18.8,13.1,89553,607
20191014,14.4,10.1,90397,607
20191015,14.5,11.6,90541,607
20191016,14.6,11.8,89200,607
20191017,15.4,10.4,87643,607
20191018,17,10.7,87877,607
20191021,17.1,13.7,90031,607
20191022,18.1,11.1,89784,607
20191023,17,6.4,90129,607
20191024,18.3,8.5,90328,607
20191025,16.7,8.9,90935,607
20191028,12.9,10.3,91556,607
20191029,12.5,9.4,91090,607
20191030,11.2,12.7,91173,607
20191031,14.8,11.3,91397,607
20191101,14.9,9.1,90588,418
20191104,13.8,11.1,91520,418
20191105,12.4,10,91500,418
20191106,11,10.2,91500,418
20191107,9.2,8.6,89834,418
20191108,6.8,11.9,90021,418
20191111,11.2,7.2,90424,418
20191112,9.3,9.7,90317,418
20191113,7.2,8.3,90317,418
20191114,1.3,7.5,90114,418
20191115,5.6,6.2,89656,418
20191118,4.6,12.3,89656,418
20191119,0.2,7.5,89829,418
20191120,0.5,10.9,89339,418
20191121,4.2,11.3,91248,418
20191122,9.7,14.3,91050,418
20191125,1.9,7.2,90420,418
20191126,6.6,12.5,89859,418
20191127,3.1,6.5,90418,418
20191128,3.5,11,90110,418
20191129,1.5,10.3,89903,418
20191202,-0.1,6,91033,216
20191203,0.5,9.2,90485,216
20191204,2,9.2,89735,216
20191205,-4.4,8.3,88056,216
20191206,-5.9,9.6,88056,216
20191209,3.2,9.3,89277,216
20191210,8.1,4.8,89277,216
20191211,6.3,9.7,89368,216
20191212,-0.7,6.9,89139,216
20191213,2.1,9.6,86633,216
20191216,7.8,10.8,87510,216
20191217,7.7,7,88079,216
20191218,0.8,6.9,88310,216
20191219,-0.8,7.6,90312,216
20191220,-1.1,5.5,90130,216
20191223,3.4,4.9,90542,216
20191224,0.8,9.4,90188,216
20191226,2,6.5,90358,216
20191227,-1.7,7.2,90858,216
20191230,2.7,12.5,90384,216
20191231,-7.9,6.4,90094,216
20200102,1,4.5,89797,374
20200103,-0.1,8,89938,374
20200106,3.1,4,91100,374
20200107,6.3,3.5,91100,374
20200108,2.4,9.3,90632,374
20200109,-1.2,5.1,91730,374
20200110,-0.6,8.5,92135,374
20200113,-2.9,4.9,91905,374
20200114,-2.3,8.3,91986,374
20200115,-2.7,8.6,92943,374
20200116,-1.7,8.7,93608,374
20200117,-0.6,9.7,93617,374
20200120,0.7,8.8,94215,374
20200121,-0.4,11.1,94112,374
20200122,3,7.9,94112,374
20200123,4.6,9.9,93756,374
20200128,6.8,5.6,92543,374
20200129,6,6.4,93527,374
20200130,5.2,9,94590,374
20200131,3.9,7.5,94623,374
20200203,-0.4,5.9,95303,198
20200204,-1.6,9.9,95906,198
20200205,-8.3,6.1,95961,198
20200206,-6.4,12.2,93923,198
20200207,-1.7,9.4,92231,198
20200210,4,10.3,91979,198
20200211,6.8,15.1,92462,198
20200212,7.4,1.7,91943,198
20200213,6.5,3.8,90993,198
20200214,8.1,11.5,89757,198
20200217,-5.9,3.2,90248,198
20200218,-4.1,9.6,88752,198
20200219,1,10.8,89757,198
20200220,4.6,11.4,92632,198
20200221,6.7,8.8,93150,198
20200224,7,11.4,91526,198
20200225,6.7,4.7,91311,198
20200226,6.4,7.6,91311,198
20200227,6.1,11.2,91924,198
20200228,4.5,2.3,92393,198
20200302,3.4,7.6,92675,360
20200303,4.8,10.2,92086,360
20200304,2.2,5.9,93052,360
20200305,1.4,9.1,89696,360
20200306,3.7,12.6,91961,360
20200309,11.1,12.8,92287,360
20200310,6.4,7.6,92255,360
20200311,3.8,8.3,91247,360
20200312,6.8,13.1,90320,360
20200313,4.9,8.8,90261,360
20200316,3.6,11.2,91255,360
20200317,6.6,9.2,93669,360
20200318,10,14.3,93669,360
20200319,9.1,6.3,93465,360
20200320,8.8,10.9,93465,360
20200323,10.6,11.6,92157,360
20200324,11.4,12.6,92157,360
20200325,12.5,13.1,92157,360
20200326,14.8,12.5,94147,360
20200327,11.9,9.1,94147,360
20200330,10.2,12.6,93390,360
20200331,11.9,13.9,93797,360
20200401,11.3,11.4,93797,434
20200402,9.3,12.1,91846,434
20200403,10,11,91257,434
20200406,9.3,13.2,90507,434
20200407,10.6,10.8,90663,434
20200408,9.4,9,90659,434
20200409,8.9,10.4,94027,434
20200410,10.7,11,93320,434
20200413,12.4,16.1,94567,434
20200414,13,12,94500,434
20200416,16,14.9,93887,434
20200417,12.5,5,94750,434
20200420,10,5.5,95394,434
20200421,7.4,5.6,95706,434
20200422,6,4.2,95424,434
20200423,7.9,9.9,95273,434
20200424,9.9,10.2,94812,434
20200427,12.9,9.6,94774,434
20200428,13.9,12.1,94500,434
20200429,14.9,11.7,93333,434
20200430,17.1,14.1,93333,434
20200504,20.2,10.5,91346,361
20200505,16,6.2,91346,361
20200506,19.4,16.5,92571,361
20200507,20.7,11.6,92111,361
20200508,19.9,13,92552,361
20200511,16.5,9.6,93813,361
20200512,14.3,8.4,93790,361
20200513,16.1,11.6,93790,361
20200514,19.3,13,93152,361
20200515,16.1,6.1,94239,361
20200518,19.1,13.6,94852,361
20200519,13,7,94179,361
20200520,14.4,10.9,93130,361
20200521,17.4,12,94186,361
20200522,18.5,7.9,93871,361
20200525,16.6,7.6,93066,361
20200526,16.2,10.2,93124,361
20200527,17.4,12.1,94210,361
20200528,18.7,9.2,97110,361
20200529,20.7,13,97319,361
20200601,19.7,7.9,97455,532
20200602,17.9,7,98663,532
20200603,22,10.8,100029,532
20200604,21.9,6.8,101097,532
20200605,23,10.3,100238,532
20200608,25,12.2,98286,532
20200609,26.7,12.5,99211,532
20200610,25.8,9.6,99689,532
20200611,26.1,9.9,99263,532
20200612,24.7,6,99337,532
20200615,23,10.4,98872,532
20200616,24.4,10.7,100493,532
20200617,24.3,10.1,100048,532
20200618,23.4,7,99875,532
20200619,24.7,8.9,100003,532
20200622,28.6,13.7,100575,532
20200623,27.3,7.8,100575,532
20200624,22.3,6.4,100039,532
20200625,21.6,3.3,101974,532
20200626,21.8,6.5,101889,532
20200629,23.8,5.9,101503,532
20200630,20.1,4.7,102260,532
20200701,21.1,6.2,102517,406
20200702,24.2,9.4,101973,406
20200703,25.5,9,101397,406
20200706,25.6,9.1,101034,406
20200707,24.1,6,100870,406
20200708,25.5,9.1,100624,406
20200709,27.5,11.1,100117,406
20200710,24.5,5,99657,406
20200713,18.7,4,99657,406
20200714,20.3,7.1,100371,406
20200715,23.4,9.8,100142,406
20200716,25,9.3,100925,406
20200717,26,10.1,100925,406
20200720,23.8,4.2,101406,406
20200721,25,9.1,100761,406
20200722,23.7,3.1,100020,406
20200723,21.1,4.1,99633,406
20200724,22.5,8.1,99325,406
20200727,24.3,2.6,99856,406
20200728,24.4,3.7,100896,406
20200729,23.7,2.3,100107,406
20200730,25.3,5,98693,406
20200731,26.2,6.8,98437,406
20200803,25,2.4,98903,202
20200804,27,4.4,99537,202
20200805,26.5,3.6,99146,202
20200806,24.1,3.1,99410,202
20200807,24.3,3.5,100521,202
20200810,26.5,4.8,99638,202
20200811,24.6,4.9,99809,202
20200812,27.2,7.8,99506,202
20200813,28,4,102146,202
20200814,27.1,1.5,101803,202
20200817,28.2,6.1,101803,202
20200818,27.5,7.9,101474,202
20200819,27.1,7.8,102441,202
20200820,27.7,6.7,101348,202
20200821,26.6,4,100693,202
20200824,27.8,8.3,100797,202
20200825,29.9,8.5,101737,202
20200826,30.2,7.5,101452,202
20200827,27.1,3,100744,202
20200828,27.3,3.7,98448,202
20200831,26.4,6.2,97411,202
20200901,26.6,5.7,97964,398
20200902,24.3,3.8,99735,398
