Date,Consumer_price
20220114,111880
20220117,112490
20220118,113150
20220119,113200
20220120,113030
20220121,112280
20220124,112640
20220125,112740
20220126,112860
20220127,113150
20220128,108320
20220203,108400
20220204,109910
20220207,109780
20220208,109670
20220209,109750
20220210,109740
20220211,109670
20220214,109790
20220215,109750
20220216,109650
20220217,109460
20220218,109830
20220221,109980
20220222,109810
20220223,109660
20220224,109870
20220225,109360
20220228,109240
20220301,109210
20220302,109170
20220303,109160
20220304,109460
20220307,109470
20220308,109400
20220309,109480
20220310,109420
20220311,109000
20220314,108510
20220315,109100
20220316,108930
20220317,108680
20220318,110870
20220321,110310
20220322,110170
20220323,110290
20220324,109940
20220325,110240
20220328,110520
20220329,110490
20220330,110150
20220331,109870
20220401,109310
20220404,108840
20220405,108650
20220406,108850
20220407,108700
20220408,106900
20220411,107230
20220412,107230
20220413,107060
20220414,107170
20220415,110080
20220418,110170
20220419,110160
20220420,109980
20220421,110150
20220422,110300
20220425,110260
20220426,110310
20220427,110330
20220428,110060
20220429,110310
20220502,109970
20220503,110050
20220504,110160
20220505,110240
20220506,104150
20220509,103700
20220510,103470
20220511,103690
20220512,103550
20220513,105590
20220516,105590
20220517,105530
20220518,105590
20220519,105450
20220520,105420
20220523,108830
20220524,108750
20220525,108640
20220526,108610
20220527,108870
20220530,106160
20220531,106010
20220602,106020
20220603,102850
20220606,102900
20220607,102690
20220608,102800
20220609,102580
20220610,105690
20220613,105590
20220614,105520
20220615,105500
20220616,105440
20220617,104010
20220620,103700
20220621,103630
20220622,103730
20220623,103680
20220624,108460
20220627,108440
20220628,108630
20220629,108580
20220630,108850
20220701,104930
20220704,104740
20220705,104760
20220706,104850
20220707,104640
20220708,104740
20220711,104630
20220712,104650
20220713,104670
20220714,105060
20220715,103170
20220718,103150
20220719,103110
20220720,102910
20220721,102630
20220722,105070
20220725,105120
20220726,105150
20220727,105160
20220728,105000
20220729,99890
20220801,99770
20220802,99940
20220803,99900
20220804,99940
20220805,104950
20220808,105010
20220809,105230
20220810,105140
20220811,105200
20220812,102850
20220815,102720
20220816,102670
20220817,102560
20220818,102550
20220819,102530
20220822,102430
20220823,102380
20220824,102400
20220825,102300
20220826,98540
20220829,98630
20220830,98590
20220831,98590
20220901,98640
20220902,99430
20220905,99680
20220906,99790
20220907,99860
20220908,101720
20220912,101490
20220913,101430
20220914,101400
20220915,101370
20220916,99400
20220919,99610
20220920,99690
20220921,99810
20220922,99930
20220923,101550
20220926,101610
20220927,101580
20220928,101640
20220929,101610
20220930,103410
20221003,103360
20221004,103390
20221005,103410
20221006,103290
20221007,103670
20221010,103730
20221011,103660
20221012,103610
20221013,103650
20221014,108510
20221017,108510
20221018,108390
20221019,108320
20221020,108290
20221021,108420
20221024,108590
20221025,108570
20221026,108610
20221027,108510
20221028,98380
20221031,98140
20221101,98220
20221102,97950
20221103,97950
20221104,97900
20221107,97850
20221108,97840
20221109,97720
20221110,97840
20221111,107800
20221114,107820
20221115,107800
20221116,107900
20221117,107880
20221118,103100
20221121,102930
20221122,102750
20221123,102670
20221124,102590
20221125,107220
20221128,107130
20221129,107130
20221130,107030
20221201,106920
20221202,98660
20221205,98330
20221206,98260
20221207,98050
20221208,98090
20221209,100740
20221212,100750
20221213,100610
20221214,100600
20221215,100720
20221216,99950
20221219,99740
20221220,99670
20221221,99670
20221222,99740
20221223,98950
20221226,98860
20221227,98780
20221228,98620
20221229,98670
20221230,98280
20230102,98120
20230103,98030
20230104,98040
20230105,98040
20230106,96720
20230109,96640
20230110,96570
20230111,96560
20230112,96440
20230113,98550
20230116,98640
20230117,98590
20230118,98490
20230119,98550
20230120,96670
20230123,96700
20230124,96690
20230125,96770
20230126,96550
20230127,97330
20230130,97150
20230131,97210
20230201,97130
20230202,97220
20230203,97200
20230206,96790
20230207,96640
20230208,96360
20230209,95960
20230210,91410
20230213,90850
20230214,94640
20230215,94570
20230216,94220
20230217,93960
20230220,94830
20230221,94810
20230222,94610
20230223,94340
20230224,92700
20230227,92540
20230228,92460
20230301,92530
20230302,92510
20230303,92600
20230306,92430
20230307,92430
20230308,92420
20230309,92390
20230310,92630
20230313,92350
20230314,92290
20230315,92430
20230316,92300
20230317,92300
20230320,91930
20230321,92060
20230322,91960
20230323,91910
20230324,91720
20230327,87960
20230328,88000
20230329,88040
20230330,88030
20230331,88180
20230403,88130
20230404,88170
20230405,88090
20230406,87980
20230407,87860
20230410,91300
20230411,91370
20230412,91560
20230413,91530
20230414,91580
20230417,91580
20230418,91260
20230419,91270
20230420,91660
20230421,90830
20230424,94720
20230425,94650
20230426,94710
20230427,94730
20230428,94810
20230501,94630
20230502,92940
20230503,93030
20230504,88290
20230508,92740
20230509,92850
20230510,92730
20230511,92860
20230512,93000
20230515,92830
20230516,92780
20230517,92640
20230518,92680
20230519,92530
20230522,92660
20230523,92680
20230524,92710
20230525,92870
20230526,91340
20230529,91280
20230530,91280
20230531,91350
20230601,91230
20230602,91350
20230605,91390
20230606,91350
20230607,89550
20230608,89360
20230609,95680
20230612,95490
20230613,95540
20230614,95540
20230615,95500
20230616,95440
20230619,95310
20230620,95120
20230621,94970
20230622,94990
20230623,95230
20230626,96900
20230627,97020
20230628,97000
20230629,96790
20230630,96640
20230703,96650
20230704,96530
20230705,96540
20230706,96120
20230707,96240
20230710,96350
20230711,96340
20230712,96410
20230713,96220
20230714,96210
20230717,96160
20230718,95990
20230719,95880
20230720,96000
20230721,96040
20230724,96250
20230725,96130
20230726,90300
20230727,89920
20230728,82020
20230731,84080
20230801,83920
20230802,83390
20230803,84860
20230804,84650
20230807,86290
20230808,86410
20230809,86030
20230810,86450
20230811,87660
20230814,88820
20230815,88780
20230816,88760
20230817,88790
20230818,87460
20230821,87510
20230822,87320
20230823,87420
20230824,87700
20230825,90500
20230828,90380
20230829,90360
20230830,90350
20230831,90360
20230901,88610
20230904,88650
20230905,88410
20230906,89000
20230907,89890
20230908,90160
20230911,90260
20230912,90260
20230913,90360
20230914,90580
20230915,91630
20230918,90610
20230919,91010
20230920,91300
20230921,91400
20230922,91900
20230925,92430
20230926,92530
20230927,92710
20231002,92990
20231003,92980
20231004,93100
20231005,93340
20231006,95950
20231009,95960
20231010,96050
20231011,96200
20231012,96450
20231013,92760
20231016,92790
20231017,92760
20231018,92870
20231019,92930
20231020,97170
20231023,100380
20231024,100250
20231025,100200
20231026,97340
20231027,87000
20231030,88280
20231031,88340
20231101,88250
20231102,97900
20231103,98100
20231106,100980
20231107,100990
20231108,101190
20231109,101190
20231110,97860
20231113,97800
20231114,97820
20231115,97850
20231116,97770
20231117,98350
20231120,102030
20231121,101970
20231122,101730
20231123,101080
20231124,96930
20231127,97140
20231128,97100
20231129,96900
20231130,96900
20231201,89740
20231204,89620
20231205,89630
20231206,89750
20231207,92600
20231208,92600
20231211,92370
20231212,92550
20231213,92490
20231214,92510
20231215,97880
20231218,97800
20231219,97760
20231220,97850
20231221,96840
20231222,94710
20231225,94750
20231226,94780
20231227,94740
20231228,94870
20231229,94700
