Date,Avg_temp,Temp_diff,Consumer_price
20200203,-0.4,5.9,95303
20200204,-1.6,9.9,95906
20200205,-8.3,6.1,95961
20200206,-6.4,12.2,93923
20200207,-1.7,9.4,92231
20200210,4.0,10.3,91979
20200211,6.8,15.1,92462
20200212,7.4,1.7,91943
20200213,6.5,3.8,90993
20200214,8.1,11.5,89757
20200217,-5.9,3.2,90248
20200218,-4.1,9.6,88752
20200219,1.0,10.8,89757
20200220,4.6,11.4,92632
20200221,6.7,8.8,93150
20200224,7.0,11.4,91526
20200225,6.7,4.7,91311
20200226,6.4,7.6,91311
20200227,6.1,11.2,91924
20200228,4.5,2.3,92393
20200302,3.4,7.6,92675
20200303,4.8,10.2,92086
20200304,2.2,5.9,93052
20200305,1.4,9.1,89696
20200306,3.7,12.6,91961
20200309,11.1,12.8,92287
20200310,6.4,7.6,92255
20200311,3.8,8.3,91247
20200312,6.8,13.1,90320
20200313,4.9,8.8,90261
20200316,3.6,11.2,91255
20200317,6.6,9.2,93669
20200318,10.0,14.3,93669
20200319,9.1,6.3,93465
20200320,8.8,10.9,93465
20200323,10.6,11.6,92157
20200324,11.4,12.6,92157
20200325,12.5,13.1,92157
20200326,14.8,12.5,94147
20200327,11.9,9.1,94147
20200330,10.2,12.6,93390
20200331,11.9,13.9,93797
20200401,11.3,11.4,93797
20200402,9.3,12.1,91846
20200403,10.0,11.0,91257
20200406,9.3,13.2,90507
20200407,10.6,10.8,90663
20200408,9.4,9.0,90659
20200409,8.9,10.4,94027
20200410,10.7,11.0,93320
20200413,12.4,16.1,94567
20200414,13.0,12.0,94500
20200416,16.0,14.9,93887
20200417,12.5,5.0,94750
20200420,10.0,5.5,95394
20200421,7.4,5.6,95706
20200422,6.0,4.2,95424
20200423,7.9,9.9,95273
20200424,9.9,10.2,94812
20200427,12.9,9.6,94774
20200428,13.9,12.1,94500
20200429,14.9,11.7,93333
20200430,17.1,14.1,93333
20200504,20.2,10.5,91346
20200505,16.0,6.2,91346
20200506,19.4,16.5,92571
20200507,20.7,11.6,92111
20200508,19.9,13.0,92552
20200511,16.5,9.6,93813
20200512,14.3,8.4,93790
20200513,16.1,11.6,93790
20200514,19.3,13.0,93152
20200515,16.1,6.1,94239
20200518,19.1,13.6,94852
20200519,13.0,7.0,94179
20200520,14.4,10.9,93130
20200521,17.4,12.0,94186
20200522,18.5,7.9,93871
20200525,16.6,7.6,93066
20200526,16.2,10.2,93124
20200527,17.4,12.1,94210
20200528,18.7,9.2,97110
20200529,20.7,13.0,97319
20200601,19.7,7.9,97455
20200602,17.9,7.0,98663
20200603,22.0,10.8,100029
20200604,21.9,6.8,101097
20200605,23.0,10.3,100238
20200608,25.0,12.2,98286
20200609,26.7,12.5,99211
20200610,25.8,9.6,99689
20200611,26.1,9.9,99263
20200612,24.7,6.0,99337
20200615,23.0,10.4,98872
20200616,24.4,10.7,100493
20200617,24.3,10.1,100048
20200618,23.4,7.0,99875
20200619,24.7,8.9,100003
20200622,28.6,13.7,100575
20200623,27.3,7.8,100575
20200624,22.3,6.4,100039
20200625,21.6,3.3,101974
20200626,21.8,6.5,101889
20200629,23.8,5.9,101503
20200630,20.1,4.7,102260
20200701,21.1,6.2,102517
20200702,24.2,9.4,101973
20200703,25.5,9.0,101397
20200706,25.6,9.1,101034
20200707,24.1,6.0,100870
20200708,25.5,9.1,100624
20200709,27.5,11.1,100117
20200710,24.5,5.0,99657
20200713,18.7,4.0,99657
20200714,20.3,7.1,100371
20200715,23.4,9.8,100142
20200716,25.0,9.3,100925
20200717,26.0,10.1,100925
20200720,23.8,4.2,101406
20200721,25.0,9.1,100761
20200722,23.7,3.1,100020
20200723,21.1,4.1,99633
20200724,22.5,8.1,99325
20200727,24.3,2.6,99856
20200728,24.4,3.7,100896
20200729,23.7,2.3,100107
20200730,25.3,5.0,98693
20200731,26.2,6.8,98437
20200803,25.0,2.4,98903
20200804,27.0,4.4,99537
20200805,26.5,3.6,99146
20200806,24.1,3.1,99410
20200807,24.3,3.5,100521
20200810,26.5,4.8,99638
20200811,24.6,4.9,99809
20200812,27.2,7.8,99506
20200813,28.0,4.0,102146
20200814,27.1,1.5,101803
20200817,28.2,6.1,101803
20200818,27.5,7.9,101474
20200819,27.1,7.8,102441
20200820,27.7,6.7,101348
20200821,26.6,4.0,100693
20200824,27.8,8.3,100797
20200825,29.9,8.5,101737
20200826,30.2,7.5,101452
20200827,27.1,3.0,100744
20200828,27.3,3.7,98448
20200831,26.4,6.2,97411
20200901,26.6,5.7,97964
20200902,24.3,3.8,99735
20200903,22.7,5.6,98968
20200904,23.3,7.6,100596
20200907,19.2,3.1,99845
20200908,23.4,5.9,99845
20200909,21.1,6.3,100293
20200910,22.8,8.2,101803
20200911,22.4,7.9,101835
20200914,21.3,7.3,101890
20200915,23.0,8.8,101520
20200916,22.5,3.6,101159
20200917,21.3,3.5,101277
20200918,21.5,7.7,101277
20200921,19.1,11.7,102752
20200922,20.2,10.1,103327
20200923,19.2,8.6,103933
20200924,20.6,8.6,104347
20200925,20.1,8.8,104894
20200928,20.7,10.8,104747
20200929,19.6,8.6,104188
20201002,19.2,5.6,104188
20201005,13.3,9.9,104077
20201006,14.2,10.4,104048
20201007,16.0,12.1,104048
20201008,17.2,11.0,103015
20201012,16.2,9.2,101315
20201013,13.6,9.8,101573
20201014,12.8,9.5,100496
20201015,11.7,12.0,100496
20201016,11.8,6.8,99381
20201019,15.1,11.5,99381
20201020,15.2,11.8,100696
20201021,14.1,5.5,100696
20201022,13.5,9.8,100532
20201023,8.6,7.9,100291
20201026,12.9,11.0,100291
20201027,14.0,10.4,101117
20201028,13.8,9.6,100641
20201029,10.8,10.6,102512
20201030,11.9,13.8,100412
20201102,10.8,7.7,103225
20201103,5.1,5.9,104386
20201104,4.9,10.6,104386
20201105,9.6,12.5,103723
20201106,13.5,7.3,103252
20201109,5.5,8.2,103956
20201110,7.7,9.4,103956
20201111,9.3,13.0,104548
20201112,10.4,13.1,104779
20201113,12.2,9.1,105097
20201116,12.4,10.8,104310
20201117,15.9,8.3,104310
20201118,16.6,3.9,104310
20201119,13.6,12.2,104355
20201120,2.8,6.7,103206
20201123,1.7,7.4,103794
20201124,2.9,6.2,104593
20201125,4.6,9.5,103794
20201126,5.6,9.0,102445
20201127,4.1,7.1,101510
20201130,-0.2,7.9,101900
20201201,1.1,10.3,101727
20201202,2.4,5.6,102613
20201203,0.7,6.5,102473
20201204,-0.6,9.0,102473
20201207,3.4,7.0,102579
20201208,-0.5,7.6,102523
20201209,1.5,10.3,102381
20201210,5.8,6.1,102600
20201211,5.3,6.8,101531
20201214,-7.7,4.7,101909
20201215,-8.3,6.5,102600
20201216,-8.3,7.3,101297
20201217,-4.9,11.9,100421
20201218,-2.1,8.2,100207
20201221,-1.0,10.7,100373
20201222,2.0,9.7,101760
20201223,4.5,8.9,101134
20201224,2.6,8.1,98115
20201228,6.7,7.2,97438
20201229,0.1,10.5,98756
20201230,-10.9,6.7,98154
20201231,-8.9,7.9,98811
20210104,-3.5,8.7,101847
20210105,-5.5,7.8,101347
20210106,-7.4,10.1,102159
20210107,-14.5,8.1,101397
20210108,-14.9,7.9,100778
20210111,-6.7,5.6,101294
20210112,-3.9,8.8,100870
20210113,2.0,11.3,101210
20210114,1.7,10.6,102550
20210115,4.5,10.6,102274
20210118,-3.8,9.3,103266
20210119,-6.3,11.4,103266
20210120,-0.1,13.7,103266
20210121,4.5,4.5,101816
20210122,5.5,1.8,100154
20210125,7.9,10.9,100976
20210126,5.3,5.7,100011
20210127,1.7,8.3,100115
20210128,-2.6,11.1,99076
20210129,-8.8,6.7,99076
20210201,5.0,11.8,99140
20210202,-5.6,5.8,100226
20210203,-3.2,10.8,100781
20210204,-3.6,8.1,101448
20210205,1.4,11.1,101448
20210208,-3.1,5.6,100604
20210209,-0.9,10.8,99028
20210210,3.4,8.7,99642
20210215,1.2,13.4,98381
20210216,-5.1,5.7,99987
20210217,-8.3,5.2,100519
20210218,-5.8,10.2,99705
20210219,1.6,16.0,101378
20210222,7.8,12.2,100814
20210223,0.0,7.4,101723
20210224,2.9,13.1,101723
20210225,4.2,7.5,102746
20210226,8.2,15.3,100413
20210301,4.7,8.5,100413
20210302,2.3,6.7,102004
20210303,4.4,11.1,101356
20210304,7.2,10.5,101619
20210305,9.0,13.2,102070
20210308,7.0,12.4,102070
20210309,6.6,10.1,101316
20210310,8.8,15.4,101676
20210311,10.2,12.4,101250
20210312,10.5,7.7,101663
20210315,10.6,10.6,101663
20210316,8.4,8.2,102104
20210317,8.8,15.7,102134
20210318,11.7,13.4,101461
20210319,15.3,8.8,101590
20210322,6.2,10.0,103084
20210323,9.1,13.9,102223
20210324,10.8,11.2,100472
20210325,11.9,12.2,100604
20210326,12.6,15.8,100604
20210329,10.2,7.3,100900
20210330,10.8,14.1,100363
20210331,14.5,17.0,100363
20210401,17.7,12.0,98446
20210402,17.8,10.5,98479
20210405,11.9,13.9,99291
20210406,13.9,9.8,98820
20210407,14.1,12.3,100072
20210408,13.0,10.8,98424
20210409,13.6,12.0,97424
20210412,13.8,5.9,98424
20210413,10.4,7.8,97154
20210414,8.4,10.2,96508
20210415,11.6,12.0,99393
20210416,11.3,6.7,103052
20210419,12.2,13.6,103090
20210420,14.8,13.9,103653
20210421,19.1,17.9,101483
20210422,20.9,11.4,99416
20210423,19.0,4.7,99496
20210426,16.2,8.3,100116
20210427,15.4,7.5,102063
20210428,14.5,7.0,99704
20210429,14.6,9.2,102890
20210430,11.3,6.0,103213
20210503,14.1,11.9,103350
20210504,13.8,4.4,103350
20210505,13.9,8.1,103350
20210506,15.7,15.2,101766
20210507,14.4,6.5,98204
20210510,13.2,2.9,99628
20210511,18.5,16.3,99572
20210512,22.0,10.8,98814
20210513,22.9,13.0,101704
20210514,24.1,12.8,102711
20210517,15.3,2.5,101658
20210518,17.9,10.9,100964
20210519,19.9,14.2,100964
20210520,18.7,7.3,98550
20210521,16.0,4.0,98550
20210524,19.4,8.1,99848
20210525,15.3,7.4,101204
20210526,18.0,11.5,102171
20210527,15.8,4.8,99613
20210528,15.3,7.3,101288
20210531,19.9,7.3,102462
20210601,20.2,8.0,102462
20210602,23.2,13.1,100807
20210603,19.1,8.1,103129
20210604,18.5,10.3,103129
20210607,21.1,4.6,103774
20210608,23.6,10.7,103774
20210609,25.8,12.1,103834
20210610,24.9,9.3,101493
20210611,21.5,4.5,100445
20210614,24.8,11.3,103170
20210615,22.5,3.8,102664
20210616,24.3,8.6,100031
20210617,21.9,5.4,97427
20210618,20.0,2.4,98148
20210621,23.6,9.3,100757
20210622,22.8,8.9,101058
20210623,22.4,9.1,101058
20210624,23.0,9.5,99529
20210625,24.1,10.0,100456
20210628,23.7,8.2,103543
20210629,23.9,7.1,103543
20210630,24.3,7.8,103207
20210701,26.3,9.6,102787
20210702,27.1,8.2,103239
20210705,23.3,6.8,102693
20210706,25.3,9.1,102296
20210707,26.4,5.2,102826
20210708,26.0,6.0,103630
20210709,25.5,5.6,103893
20210712,28.1,8.7,105131
20210713,28.8,5.2,105650
20210714,29.7,7.4,104834
20210715,29.1,8.6,98167
20210716,28.8,11.0,97173
20210719,26.4,6.5,97531
20210720,27.9,8.2,98221
20210721,30.5,10.0,98300
20210722,31.2,9.4,99846
20210723,31.2,8.6,98421
20210726,31.2,8.0,100343
20210727,31.1,7.9,100343
20210728,30.4,7.6,100343
20210729,29.6,6.3,95163
20210730,30.5,9.6,95516
20210802,26.5,3.6,95163
20210803,28.0,7.3,95916
20210804,28.9,6.9,95758
20210805,29.4,8.1,97181
20210806,28.1,6.2,97181
20210809,28.3,10.3,96932
20210810,27.7,7.9,97588
20210811,27.4,7.5,98088
20210812,26.8,7.7,101823
20210813,26.6,6.7,100881
20210816,27.3,10.3,100881
20210817,25.9,9.4,100958
20210818,24.3,10.4,100343
20210819,26.0,10.5,100091
20210820,26.6,8.1,99429
20210823,22.4,3.0,100510
20210824,23.4,5.3,100510
20210825,25.0,3.8,101110
20210826,25.5,5.0,100179
20210827,22.4,5.1,100926
20210830,24.2,6.5,100926
20210831,20.5,5.0,101079
20210901,21.4,5.4,100715
20210902,23.5,6.0,102923
20210903,24.3,8.6,102882
20210906,22.3,8.4,101380
20210907,19.6,3.3,101465
20210908,22.2,7.9,99935
20210909,23.5,10.0,98315
20210910,23.6,9.4,98315
20210913,24.8,9.5,100156
20210914,24.6,9.5,103696
20210915,23.6,9.4,105308
20210916,22.9,9.3,104448
20210917,23.5,7.7,104205
20210923,20.9,9.0,103345
20210924,21.8,10.2,102385
20210927,21.6,6.3,105342
20210928,21.5,4.8,106315
20210929,20.2,3.6,107481
20210930,20.3,9.9,109146
20211001,21.1,10.6,108521
20211004,22.9,6.4,108521
20211005,23.6,4.8,109578
20211006,18.8,3.8,110432
20211007,19.4,4.0,109125
20211008,18.8,2.5,110408
20211011,15.2,5.2,110408
20211012,17.9,5.5,112068
20211013,19.6,10.3,111789
20211014,19.7,6.5,111744
20211015,19.0,4.4,110796
20211018,9.6,13.3,111844
20211019,10.9,7.9,111492
20211020,9.5,11.2,111017
20211021,9.8,11.3,110896
20211022,10.8,12.0,112172
20211025,11.7,11.3,113196
20211026,13.0,11.3,112613
20211027,13.4,8.3,111340
20211028,12.7,12.9,108976
20211029,14.6,10.1,109689
20211101,12.9,6.6,107727
20211102,11.5,9.0,109504
20211103,12.1,9.5,111152
20211104,12.1,7.9,110774
20211105,13.0,12.4,110774
20211108,8.6,11.0,110996
20211109,4.9,3.5,111070
20211110,4.2,7.0,111548
20211111,5.3,7.6,109648
20211112,4.5,7.3,109804
20211115,10.1,9.9,109884
20211116,8.5,9.2,109852
20211117,7.5,9.8,109612
20211118,11.9,8.5,100976
20211119,12.9,6.5,100976
20211122,2.7,8.1,100130
20211123,-0.6,6.0,98845
20211124,4.1,11.7,99649
20211125,5.7,7.3,107114
20211126,2.9,7.7,105446
20211129,7.6,11.2,105704
20211130,5.7,8.2,107383
20211201,-1.3,4.5,106504
20211202,1.3,9.6,107235
20211203,1.9,6.4,107235
20211206,5.4,12.8,106987
20211207,6.8,10.7,107604
20211208,6.7,11.4,108654
20211209,6.5,7.0,107823
20211210,7.0,2.4,107384
20211213,-2.2,7.8,108754
20211214,3.7,8.9,109046
20211215,7.2,4.6,108942
20211216,6.4,6.5,107936
20211217,-5.6,13.3,108505
20211220,5.2,12.0,107300
20211221,5.2,8.1,108035
20211222,2.2,10.8,107300
20211223,2.7,9.8,110704
20211224,-0.3,10.5,109576
20211227,-7.6,9.0,109225
20211228,-4.1,7.6,110865
20211229,0.4,9.7,112019
20211230,-3.9,7.0,111396
20211231,-6.7,4.9,111396
20220103,-1.9,10.5,111980
20220104,-2.5,6.6,112090
20220105,-2.8,9.7,111780
20220106,-2.2,9.2,111800
20220107,-1.6,10.4,111990
20220110,0.5,7.8,112010
20220111,-7.4,10.6,112180
20220112,-7.7,7.9,111940
20220113,-6.4,5.8,112270
20220114,-4.8,11.4,111880
20220117,-5.8,9.3,112490
20220118,-5.6,9.2,113150
20220119,-5.3,5.0,113200
20220120,-5.0,10.7,113030
20220121,-2.7,13.3,112280
20220124,4.6,7.1,112640
20220125,2.8,2.6,112740
20220126,1.3,8.7,112860
20220127,-1.1,8.6,113150
20220128,-2.7,8.0,108320
20220203,-3.4,7.3,108400
20220204,-5.2,7.5,109910
20220207,-2.5,9.2,109780
20220208,-0.1,9.7,109670
20220209,1.0,11.5,109750
20220210,1.4,9.9,109740
20220211,2.9,11.4,109670
20220214,2.5,9.4,109790
20220215,-4.7,6.4,109750
20220216,-7.3,5.5,109650
20220217,-6.2,10.2,109460
20220218,-1.2,13.7,109830
20220221,-3.0,11.7,109980
20220222,-4.5,8.5,109810
20220223,-5.6,9.4,109660
20220224,-2.4,12.2,109870
20220225,3.0,12.0,109360
20220228,6.8,8.8,109240
20220301,5.8,9.4,109210
20220302,3.5,11.1,109170
20220303,5.8,11.5,109160
20220304,6.9,14.0,109460
20220307,2.8,11.4,109470
20220308,6.0,11.2,109400
20220309,7.1,13.1,109480
20220310,9.3,11.6,109420
20220311,11.2,13.3,109000
20220314,8.2,8.3,108510
20220315,7.2,11.0,109100
20220316,10.3,13.2,108930
20220317,10.7,7.3,108680
20220318,7.5,4.1,110870
20220321,5.0,11.2,110310
20220322,7.1,12.5,110170
20220323,6.2,3.3,110290
20220324,8.2,8.5,109940
20220325,12.0,10.9,110240
20220328,8.2,13.6,110520
20220329,9.7,12.3,110490
20220330,10.8,9.8,110150
20220331,10.9,7.1,109870
20220401,9.2,10.4,109310
20220404,10.3,11.3,108840
20220405,10.3,10.9,108650
20220406,11.7,9.0,108850
20220407,10.9,8.3,108700
20220408,12.9,14.9,106900
20220411,19.6,13.2,107230
20220412,19.3,10.5,107230
20220413,13.1,3.9,107060
20220414,13.2,3.9,107170
20220415,13.3,11.8,110080
20220418,15.2,10.2,110170
20220419,15.2,13.2,110160
20220420,15.7,12.4,109980
20220421,16.3,13.1,110150
20220422,15.0,3.6,110300
20220425,20.0,6.6,110260
20220426,21.9,11.7,110310
20220427,17.7,11.3,110330
20220428,18.2,14.3,110060
20220429,13.4,5.8,110310
20220502,14.2,10.3,109970
20220503,14.8,11.7,110050
20220504,17.8,15.2,110160
20220505,18.9,13.3,110240
20220506,19.6,11.9,104150
20220509,17.9,14.3,103700
20220510,19.9,12.7,103470
20220511,19.7,8.6,103690
20220512,20.9,14.0,103550
20220513,19.4,10.2,105590
20220516,17.3,12.8,105590
20220517,20.0,14.4,105530
20220518,20.0,9.7,105590
20220519,19.9,8.1,105450
20220520,20.6,10.2,105420
20220523,23.0,12.9,108830
20220524,22.9,13.5,108750
20220525,21.0,10.0,108640
20220526,18.7,9.4,108610
20220527,20.0,9.6,108870
20220530,20.8,7.5,106160
20220531,20.7,13.0,106010
20220602,21.5,9.8,106020
20220603,24.5,13.9,102850
20220606,19.7,7.8,102900
20220607,20.6,10.0,102690
20220608,21.2,9.6,102800
20220609,20.9,6.0,102580
20220610,20.9,9.4,105690
20220613,23.6,9.6,105590
20220614,21.5,9.4,105520
20220615,17.5,5.2,105500
20220616,20.3,7.2,105440
20220617,22.5,11.6,104010
20220620,25.2,7.0,103700
20220621,26.5,11.4,103630
20220622,25.9,9.1,103730
20220623,24.3,3.1,103680
20220624,22.6,4.3,108460
20220627,26.8,2.7,108440
20220628,26.9,2.2,108630
20220629,25.1,1.7,108580
20220630,22.3,3.3,108850
20220701,26.6,9.0,104930
20220704,29.3,6.2,104740
20220705,29.2,6.4,104760
20220706,29.5,7.1,104850
20220707,28.2,4.6,104640
20220708,25.8,3.9,104740
20220711,27.0,5.9,104630
20220712,26.8,6.2,104650
20220713,25.0,3.1,104670
20220714,25.7,6.6,105060
20220715,26.0,7.3,103170
20220718,26.8,7.0,103150
20220719,27.4,6.8,103110
20220720,27.1,6.1,102910
20220721,23.2,4.4,102630
20220722,25.1,4.6,105070
20220725,27.5,8.4,105120
20220726,28.9,8.7,105150
20220727,29.3,7.0,105160
20220728,29.7,9.3,105000
20220729,30.7,7.0,99890
20220801,28.6,7.0,99770
20220802,26.8,3.0,99940
20220803,27.1,4.8,99900
20220804,28.9,6.9,99940
20220805,29.4,5.7,104950
20220808,26.8,,105010
20220809,25.1,4.5,105230
20220810,24.7,7.4,105140
20220811,25.0,4.1,105200
20220812,27.0,9.4,102850
20220815,28.1,3.2,102720
20220816,26.7,5.9,102670
20220817,26.0,7.7,102560
20220818,25.6,7.4,102550
20220819,26.0,4.2,102530
20220822,26.8,7.3,102430
20220823,25.4,7.8,102380
20220824,24.8,5.5,102400
20220825,22.2,2.9,102300
20220826,23.8,8.5,98540
20220829,21.0,3.0,98630
20220830,19.1,2.4,98590
20220831,21.7,5.3,98590
20220901,24.0,12.1,98640
20220902,24.7,9.5,99430
20220905,19.2,5.0,99680
20220906,21.0,9.3,99790
20220907,22.8,10.2,99860
20220908,23.2,12.8,101720
20220912,23.8,7.2,101490
20220913,24.3,4.6,101430
20220914,24.6,5.2,101400
20220915,25.2,6.3,101370
20220916,25.7,6.5,99400
20220919,24.6,10.1,99610
20220920,19.9,8.5,99690
20220921,19.4,12.6,99810
20220922,19.8,10.5,99930
20220923,17.5,7.5,101550
20220926,20.0,10.6,101610
20220927,20.9,14.0,101580
20220928,20.4,10.0,101640
20220929,20.4,10.1,101610
20220930,20.7,12.9,103410
20221003,21.4,5.9,103360
20221004,17.9,8.8,103390
20221005,16.6,7.5,103410
20221006,15.8,6.4,103290
20221007,14.3,7.6,103670
20221010,9.9,3.7,103730
20221011,11.1,9.0,103660
20221012,13.5,14.1,103610
20221013,16.3,12.0,103650
20221014,17.1,10.6,108510
20221017,11.2,7.7,108510
20221018,9.4,9.2,108390
20221019,10.5,12.4,108320
20221020,12.9,13.7,108290
20221021,14.0,12.1,108420
20221024,10.6,7.3,108590
20221025,11.3,11.7,108570
20221026,12.9,9.8,108610
20221027,13.2,10.3,108510
20221028,13.6,12.4,98380
20221031,14.9,9.9,98140
20221101,13.1,8.4,98220
20221102,11.1,12.4,97950
20221103,9.3,7.8,97950
20221104,4.9,8.2,97900
20221107,11.4,10.5,97850
20221108,12.9,8.2,97840
20221109,11.4,9.3,97720
20221110,13.5,10.3,97840
20221111,15.6,11.2,107800
20221114,9.7,7.9,107820
20221115,8.1,8.3,107800
20221116,8.5,7.5,107900
20221117,10.2,11.2,107880
20221118,11.0,12.8,103100
20221121,11.8,6.9,102930
20221122,10.7,6.7,102750
20221123,10.8,8.4,102670
20221124,9.4,8.2,102590
20221125,12.3,10.7,107220
20221128,12.3,7.5,107130
20221129,6.9,16.6,107130
20221130,-5.4,6.5,107030
20221201,-5.4,8.2,106920
20221202,-2.5,10.6,98660
20221205,-3.1,8.9,98330
20221206,0.9,9.2,98260
20221207,4.9,7.8,98050
20221208,3.7,9.0,98090
20221209,4.5,9.3,100740
20221212,2.0,8.3,100750
20221213,0.0,9.5,100610
20221214,-8.4,6.1,100600
20221215,-4.5,7.2,100720
20221216,-6.3,7.4,99950
20221219,-7.0,9.5,99740
20221220,-3.2,12.4,99670
20221221,-0.1,5.2,99670
20221222,-7.8,8.7,99740
20221223,-11.8,5.1,98950
20221226,-3.9,9.6,98860
20221227,-2.6,10.6,98780
20221228,-3.3,6.1,98620
20221229,-2.9,9.9,98670
20221230,-1.8,6.7,98280
20230102,-4.5,7.0,98120
20230103,-5.0,9.6,98030
20230104,-1.8,9.0,98040
20230105,-1.6,9.2,98040
20230106,0.6,10.4,96720
20230109,3.1,8.3,96640
20230110,1.6,13.0,96570
20230111,2.6,11.2,96560
20230112,5.9,13.1,96440
20230113,8.3,5.0,98550
20230116,-4.6,5.6,98640
20230117,-3.7,6.6,98590
20230118,-1.9,6.8,98490
20230119,-0.4,10.3,98550
20230120,-3.3,9.7,96670
20230123,-0.8,11.5,96700
20230124,-14.7,10.1,96690
20230125,-11.3,11.9,96770
20230126,-6.0,5.5,96550
20230127,-7.3,5.8,97330
20230130,-0.9,8.6,97150
20230131,2.4,11.3,97210
20230201,0.9,9.0,97130
20230202,-2.4,6.5,97220
20230203,-1.6,7.3,97200
20230206,3.0,10.5,96790
20230207,3.5,10.1,96640
20230208,2.1,9.1,96360
20230209,4.0,12.7,95960
20230210,3.8,5.1,91410
20230213,5.9,5.7,90850
20230214,1.7,9.1,94640
20230215,3.2,10.1,94570
20230216,2.3,5.2,94220
20230217,3.4,11.3,93960
20230220,-0.5,5.9,94830
20230221,-1.3,10.1,94810
20230222,1.2,12.9,94610
20230223,2.9,11.0,94340
20230224,3.5,8.9,92700
20230227,4.4,14.2,92540
20230228,4.3,9.4,92460
20230301,6.0,6.1,92530
20230302,2.2,8.4,92510
20230303,4.6,12.3,92600
20230306,9.2,14.3,92430
20230307,11.7,13.1,92430
20230308,12.5,10.3,92420
20230309,10.3,5.7,92390
20230310,13.5,16.0,92630
20230313,2.9,9.5,92350
20230314,9.2,12.1,92290
20230315,8.6,10.9,92430
20230316,4.6,8.6,92300
20230317,7.2,12.0,92300
20230320,9.5,14.5,91930
20230321,13.0,17.2,92060
20230322,17.0,15.9,91960
20230323,17.4,11.0,91910
20230324,12.5,10.7,91720
20230327,7.3,12.6,87960
20230328,9.2,12.9,88000
20230329,11.8,14.6,88040
20230330,13.3,14.8,88030
20230331,15.0,16.4,88180
20230403,19.0,14.6,88130
20230404,17.6,9.0,88170
20230405,11.9,6.2,88090
20230406,8.8,2.3,87980
20230407,8.9,11.1,87860
20230410,13.2,12.9,91300
20230411,13.1,8.2,91370
20230412,10.1,10.5,91560
20230413,11.9,12.1,91530
20230414,16.2,9.4,91580
20230417,13.1,11.3,91580
20230418,14.0,7.7,91260
20230419,19.1,16.9,91270
20230420,15.8,4.4,91660
20230421,16.7,11.4,90830
20230424,15.8,9.8,94720
20230425,10.9,4.2,94650
20230426,10.2,6.1,94710
20230427,12.9,14.9,94730
20230428,15.7,12.3,94810
20230501,14.6,11.0,94630
20230502,16.7,14.6,92940
20230503,19.5,13.8,93030
20230504,21.4,10.2,88290
20230508,15.3,14.1,92740
20230509,17.0,14.4,92850
20230510,18.4,15.3,92730
20230511,19.5,13.9,92860
20230512,18.4,11.6,93000
20230515,20.6,15.1,92830
20230516,24.0,14.0,92780
20230517,23.5,10.1,92640
20230518,21.2,8.8,92680
20230519,22.3,11.1,92530
20230522,20.3,10.9,92660
20230523,20.5,12.8,92680
20230524,20.6,11.1,92710
20230525,21.2,11.7,92870
20230526,21.4,11.5,91340
20230529,23.2,9.5,91280
20230530,24.0,8.4,91280
20230531,22.8,9.4,91350
20230601,22.8,6.6,91230
20230602,20.4,7.1,91350
20230605,21.5,8.7,91390
20230606,20.3,7.9,91350
20230607,21.4,6.8,89550
20230608,20.4,5.6,89360
20230609,23.3,10.1,95680
20230612,22.2,9.1,95490
20230613,22.0,6.8,95540
20230614,20.6,7.5,95540
20230615,22.7,10.6,95500
20230616,23.7,9.8,95440
20230619,28.5,10.7,95310
20230620,24.7,5.0,95120
20230621,20.5,2.9,94970
20230622,22.5,7.5,94990
20230623,24.4,9.9,95230
20230626,24.2,5.2,96900
20230627,25.3,7.7,97020
20230628,26.5,5.9,97000
20230629,24.2,2.7,96790
20230630,25.3,5.9,96640
20230703,29.1,10.8,96650
20230704,26.1,4.7,96530
20230705,24.5,5.0,96540
20230706,27.3,9.4,96120
20230707,26.7,8.1,96240
20230710,26.3,8.0,96350
20230711,23.5,4.3,96340
20230712,25.8,7.1,96410
20230713,25.2,1.8,96220
20230714,24.6,1.2,96210
20230717,25.5,4.1,96160
20230718,25.2,3.6,95990
20230719,27.2,9.9,95880
20230720,27.9,8.8,96000
20230721,29.5,9.7,96040
20230724,26.9,5.4,96250
20230725,27.8,4.7,96130
20230726,27.6,6.2,90300
20230727,28.4,7.8,89920
20230728,29.5,8.7,82020
20230731,28.7,7.8,84080
20230801,29.9,8.7,83920
20230802,29.7,6.9,83390
20230803,29.5,8.0,84860
20230804,30.0,7.9,84650
20230807,30.4,7.3,86290
20230808,30.9,9.4,86410
20230809,28.3,6.5,86030
20230810,22.2,4.2,86450
20230811,23.5,3.3,87660
20230814,28.1,7.1,88820
20230815,28.6,8.0,88780
20230816,27.3,6.9,88760
20230817,28.2,7.9,88790
20230818,29.1,7.8,87460
20230821,29.5,7.6,87510
20230822,27.6,6.4,87320
20230823,24.8,4.0,87420
20230824,25.1,5.5,87700
20230825,26.5,6.0,90500
20230828,22.7,4.8,90380
20230829,23.9,3.0,90360
20230830,22.8,3.0,90350
20230831,23.9,7.9,90360
20230901,24.5,9.9,88610
20230904,27.0,5.9,88650
20230905,28.5,7.8,88410
20230906,27.9,8.1,89000
20230907,26.3,10.7,89890
20230908,25.3,10.9,90160
20230911,25.5,6.7,90260
20230912,25.7,8.1,90260
