Date,Consumer_price
2020-10-21,"100,696"
2020-10-22,"100,532"
2020-10-23,"100,291"
2020-10-26,"100,291"
2020-10-27,"101,117"
2020-10-28,"100,641"
2020-10-29,"102,512"
2020-10-30,"100,412"
2020-11-02,"103,225"
2020-11-03,"104,386"
2020-11-04,"104,386"
2020-11-05,"103,723"
2020-11-06,"103,252"
2020-11-09,"103,956"
2020-11-10,"103,956"
2020-11-11,"104,548"
2020-11-12,"104,779"
2020-11-13,"105,097"
2020-11-16,"104,310"
2020-11-17,"104,310"
2020-11-18,"104,310"
2020-11-19,"104,355"
2020-11-20,"103,206"
2020-11-23,"103,794"
2020-11-24,"104,593"
2020-11-25,"103,794"
2020-11-26,"102,445"
2020-11-27,"101,510"
2020-11-30,"101,900"
2020-12-01,"101,727"
2020-12-02,"102,613"
2020-12-03,"102,473"
2020-12-04,"102,473"
2020-12-07,"102,579"
2020-12-08,"102,523"
2020-12-09,"102,381"
2020-12-10,"102,600"
2020-12-11,"101,531"
2020-12-14,"101,909"
2020-12-15,"102,600"
2020-12-16,"101,297"
2020-12-17,"100,421"
2020-12-18,"100,207"
2020-12-21,"100,373"
2020-12-22,"101,760"
2020-12-23,"101,134"
2020-12-24,"98,115"
2020-12-28,"97,438"
2020-12-29,"98,756"
2020-12-30,"98,154"
2020-12-31,"98,811"
2021-01-04,"101,847"
2021-01-05,"101,347"
2021-01-06,"102,159"
2021-01-07,"101,397"
2021-01-08,"100,778"
2021-01-11,"101,294"
2021-01-12,"100,870"
2021-01-13,"101,210"
2021-01-14,"102,550"
2021-01-15,"102,274"
2021-01-18,"103,266"
2021-01-19,"103,266"
2021-01-20,"103,266"
2021-01-21,"101,816"
2021-01-22,"100,154"
2021-01-25,"100,976"
2021-01-26,"100,011"
2021-01-27,"100,115"
2021-01-28,"99,076"
2021-01-29,"99,076"
2021-02-01,"99,140"
2021-02-02,"100,226"
2021-02-03,"100,781"
2021-02-04,"101,448"
2021-02-05,"101,448"
2021-02-08,"100,604"
2021-02-09,"99,028"
2021-02-10,"99,642"
2021-02-15,"98,381"
2021-02-16,"99,987"
2021-02-17,"100,519"
2021-02-18,"99,705"
2021-02-19,"101,378"
2021-02-22,"100,814"
2021-02-23,"101,723"
2021-02-24,"101,723"
2021-02-25,"102,746"
2021-02-26,"100,413"
2021-03-01,"100,413"
2021-03-02,"102,004"
2021-03-03,"101,356"
2021-03-04,"101,619"
2021-03-05,"102,070"
2021-03-08,"102,070"
2021-03-09,"101,316"
2021-03-10,"101,676"
2021-03-11,"101,250"
2021-03-12,"101,663"
2021-03-15,"101,663"
2021-03-16,"102,104"
2021-03-17,"102,134"
2021-03-18,"101,461"
2021-03-19,"101,590"
2021-03-22,"103,084"
2021-03-23,"102,223"
2021-03-24,"100,472"
2021-03-25,"100,604"
2021-03-26,"100,604"
2021-03-29,"100,900"
2021-03-30,"100,363"
2021-03-31,"100,363"
2021-04-01,"98,446"
2021-04-02,"98,479"
2021-04-05,"99,291"
2021-04-06,"98,820"
2021-04-07,"100,072"
2021-04-08,"98,424"
2021-04-09,"97,424"
2021-04-12,"98,424"
2021-04-13,"97,154"
2021-04-14,"96,508"
2021-04-15,"99,393"
2021-04-16,"103,052"
2021-04-19,"103,090"
2021-04-20,"103,653"
2021-04-21,"101,483"
2021-04-22,"99,416"
2021-04-23,"99,496"
2021-04-26,"100,116"
2021-04-27,"102,063"
2021-04-28,"99,704"
2021-04-29,"102,890"
2021-04-30,"103,213"
2021-05-03,"103,350"
2021-05-04,"103,350"
2021-05-05,"103,350"
2021-05-06,"101,766"
2021-05-07,"98,204"
2021-05-10,"99,628"
2021-05-11,"99,572"
2021-05-12,"98,814"
2021-05-13,"101,704"
2021-05-14,"102,711"
2021-05-17,"101,658"
2021-05-18,"100,964"
2021-05-19,"100,964"
2021-05-20,"98,550"
2021-05-21,"98,550"
2021-05-24,"99,848"
2021-05-25,"101,204"
2021-05-26,"102,171"
2021-05-27,"99,613"
2021-05-28,"101,288"
2021-05-31,"102,462"
2021-06-01,"102,462"
2021-06-02,"100,807"
2021-06-03,"103,129"
2021-06-04,"103,129"
2021-06-07,"103,774"
2021-06-08,"103,774"
2021-06-09,"103,834"
2021-06-10,"101,493"
2021-06-11,"100,445"
2021-06-14,"103,170"
2021-06-15,"102,664"
2021-06-16,"100,031"
2021-06-17,"97,427"
2021-06-18,"98,148"
2021-06-21,"100,757"
2021-06-22,"101,058"
2021-06-23,"101,058"
2021-06-24,"99,529"
2021-06-25,"100,456"
2021-06-28,"103,543"
2021-06-29,"103,543"
2021-06-30,"103,207"
2021-07-01,"102,787"
2021-07-02,"103,239"
2021-07-05,"102,693"
2021-07-06,"102,296"
2021-07-07,"102,826"
2021-07-08,"103,630"
2021-07-09,"103,893"
2021-07-12,"105,131"
2021-07-13,"105,650"
2021-07-14,"104,834"
2021-07-15,"98,167"
2021-07-16,"97,173"
2021-07-19,"97,531"
2021-07-20,"98,221"
2021-07-21,"98,300"
2021-07-22,"99,846"
2021-07-23,"98,421"
2021-07-26,"100,343"
2021-07-27,"100,343"
2021-07-28,"100,343"
2021-07-29,"95,163"
2021-07-30,"95,516"
2021-08-02,"95,163"
2021-08-03,"95,916"
2021-08-04,"95,758"
2021-08-05,"97,181"
2021-08-06,"97,181"
2021-08-09,"96,932"
2021-08-10,"97,588"
2021-08-11,"98,088"
2021-08-12,"101,823"
2021-08-13,"100,881"
2021-08-16,"100,881"
2021-08-17,"100,958"
2021-08-18,"100,343"
2021-08-19,"100,091"
2021-08-20,"99,429"
2021-08-23,"100,510"
2021-08-24,"100,510"
2021-08-25,"101,110"
2021-08-26,"100,179"
2021-08-27,"100,926"
2021-08-30,"100,926"
2021-08-31,"101,079"
2021-09-01,"100,715"
2021-09-02,"102,923"
2021-09-03,"102,882"
2021-09-06,"101,380"
2021-09-07,"101,465"
2021-09-08,"99,935"
2021-09-09,"98,315"
2021-09-10,"98,315"
2021-09-13,"100,156"
2021-09-14,"103,696"
2021-09-15,"105,308"
2021-09-16,"104,448"
2021-09-17,"104,205"
2021-09-23,"103,345"
2021-09-24,"102,385"
2021-09-27,"105,342"
2021-09-28,"106,315"
2021-09-29,"107,481"
2021-09-30,"109,146"
2021-10-01,"108,521"
2021-10-04,"108,521"
2021-10-05,"109,578"
2021-10-06,"110,432"
2021-10-07,"109,125"
2021-10-08,"110,408"
2021-10-11,"110,408"
2021-10-12,"112,068"
2021-10-13,"111,789"
2021-10-14,"111,744"
2021-10-15,"110,796"
2021-10-18,"111,844"
2021-10-19,"111,492"
2021-10-20,"111,017"
2021-10-21,"110,896"
2021-10-22,"112,172"
2021-10-25,"113,196"
2021-10-26,"112,613"
2021-10-27,"111,340"
2021-10-28,"108,976"
2021-10-29,"109,689"
2021-11-01,"107,727"
2021-11-02,"109,504"
2021-11-03,"111,152"
2021-11-04,"110,774"
2021-11-05,"110,774"
2021-11-08,"110,996"
2021-11-09,"111,070"
2021-11-10,"111,548"
2021-11-11,"109,648"
2021-11-12,"109,804"
2021-11-15,"109,884"
2021-11-16,"109,852"
2021-11-17,"109,612"
2021-11-18,"100,976"
2021-11-19,"100,976"
2021-11-22,"100,130"
2021-11-23,"98,845"
2021-11-24,"99,649"
2021-11-25,"107,114"
2021-11-26,"105,446"
2021-11-29,"105,704"
2021-11-30,"107,383"
2021-12-01,"106,504"
2021-12-02,"107,235"
2021-12-03,"107,235"
2021-12-06,"106,987"
2021-12-07,"107,604"
2021-12-08,"108,654"
2021-12-09,"107,823"
2021-12-10,"107,384"
2021-12-13,"108,754"
2021-12-14,"109,046"
2021-12-15,"108,942"
2021-12-16,"107,936"
2021-12-17,"108,505"
2021-12-20,"107,300"
2021-12-21,"108,035"
2021-12-22,"107,300"
2021-12-23,"110,704"
2021-12-24,"109,576"
2021-12-27,"109,225"
2021-12-28,"110,865"
2021-12-29,"112,019"
2021-12-30,"111,396"
2021-12-31,"111,396"
2022-01-03,"111,980"
2022-01-04,"112,090"
2022-01-05,"111,780"
2022-01-06,"111,800"
2022-01-07,"111,990"
2022-01-10,"112,010"
2022-01-11,"112,180"
2022-01-12,"111,940"
2022-01-13,"112,270"
2022-01-14,"111,880"
2022-01-17,"112,490"
2022-01-18,"113,150"
2022-01-19,"113,200"
2022-01-20,"113,030"
2022-01-21,"112,280"
2022-01-24,"112,640"
2022-01-25,"112,740"
2022-01-26,"112,860"
2022-01-27,"113,150"
2022-01-28,"108,320"
2022-02-03,"108,400"
2022-02-04,"109,910"
2022-02-07,"109,780"
2022-02-08,"109,670"
2022-02-09,"109,750"
2022-02-10,"109,740"
2022-02-11,"109,670"
2022-02-14,"109,790"
2022-02-15,"109,750"
2022-02-16,"109,650"
2022-02-17,"109,460"
2022-02-18,"109,830"
2022-02-21,"109,980"
2022-02-22,"109,810"
2022-02-23,"109,660"
2022-02-24,"109,870"
2022-02-25,"109,360"
2022-02-28,"109,240"
2022-03-01,"109,210"
2022-03-02,"109,170"
2022-03-03,"109,160"
2022-03-04,"109,460"
2022-03-07,"109,470"
2022-03-08,"109,400"
2022-03-09,"109,480"
2022-03-10,"109,420"
2022-03-11,"109,000"
2022-03-14,"108,510"
2022-03-15,"109,100"
2022-03-16,"108,930"
2022-03-17,"108,680"
2022-03-18,"110,870"
2022-03-21,"110,310"
2022-03-22,"110,170"
2022-03-23,"110,290"
2022-03-24,"109,940"
2022-03-25,"110,240"
2022-03-28,"110,520"
2022-03-29,"110,490"
2022-03-30,"110,150"
2022-03-31,"109,870"
2022-04-01,"109,310"
2022-04-04,"108,840"
2022-04-05,"108,650"
2022-04-06,"108,850"
2022-04-07,"108,700"
2022-04-08,"106,900"
2022-04-11,"107,230"
2022-04-12,"107,230"
2022-04-13,"107,060"
2022-04-14,"107,170"
2022-04-15,"110,080"
2022-04-18,"110,170"
2022-04-19,"110,160"
2022-04-20,"109,980"
2022-04-21,"110,150"
2022-04-22,"110,300"
2022-04-25,"110,260"
2022-04-26,"110,310"
2022-04-27,"110,330"
2022-04-28,"110,060"
2022-04-29,"110,310"
2022-05-02,"109,970"
2022-05-03,"110,050"
2022-05-04,"110,160"
2022-05-05,"110,240"
2022-05-06,"104,150"
2022-05-09,"103,700"
2022-05-10,"103,470"
2022-05-11,"103,690"
2022-05-12,"103,550"
2022-05-13,"105,590"
2022-05-16,"105,590"
2022-05-17,"105,530"
2022-05-18,"105,590"
2022-05-19,"105,450"
2022-05-20,"105,420"
2022-05-23,"108,830"
2022-05-24,"108,750"
2022-05-25,"108,640"
2022-05-26,"108,610"
2022-05-27,"108,870"
2022-05-30,"106,160"
2022-05-31,"106,010"
2022-06-02,"106,020"
2022-06-03,"102,850"
2022-06-06,"102,900"
2022-06-07,"102,690"
2022-06-08,"102,800"
2022-06-09,"102,580"
2022-06-10,"105,690"
2022-06-13,"105,590"
2022-06-14,"105,520"
2022-06-15,"105,500"
2022-06-16,"105,440"
2022-06-17,"104,010"
2022-06-20,"103,700"
2022-06-21,"103,630"
2022-06-22,"103,730"
2022-06-23,"103,680"
2022-06-24,"108,460"
2022-06-27,"108,440"
2022-06-28,"108,630"
2022-06-29,"108,580"
2022-06-30,"108,850"
2022-07-01,"104,930"
2022-07-04,"104,740"
2022-07-05,"104,760"
2022-07-06,"104,850"
2022-07-07,"104,640"
2022-07-08,"104,740"
2022-07-11,"104,630"
2022-07-12,"104,650"
2022-07-13,"104,670"
2022-07-14,"105,060"
2022-07-15,"103,170"
2022-07-18,"103,150"
2022-07-19,"103,110"
2022-07-20,"102,910"
2022-07-21,"102,630"
2022-07-22,"105,070"
2022-07-25,"105,120"
2022-07-26,"105,150"
2022-07-27,"105,160"
2022-07-28,"105,000"
2022-07-29,"99,890"
2022-08-01,"99,770"
2022-08-02,"99,940"
2022-08-03,"99,900"
2022-08-04,"99,940"
2022-08-05,"104,950"
2022-08-08,"105,010"
2022-08-09,"105,230"
2022-08-10,"105,140"
2022-08-11,"105,200"
2022-08-12,"102,850"
2022-08-15,"102,720"
2022-08-16,"102,670"
2022-08-17,"102,560"
2022-08-18,"102,550"
2022-08-19,"102,530"
2022-08-22,"102,430"
2022-08-23,"102,380"
2022-08-24,"102,400"
2022-08-25,"102,300"
2022-08-26,"98,540"
2022-08-29,"98,630"
2022-08-30,"98,590"
2022-08-31,"98,590"
2022-09-01,"98,640"
2022-09-02,"99,430"
2022-09-05,"99,680"
2022-09-06,"99,790"
2022-09-07,"99,860"
2022-09-08,"101,720"
2022-09-12,"101,490"
2022-09-13,"101,430"
2022-09-14,"101,400"
2022-09-15,"101,370"
2022-09-16,"99,400"
2022-09-19,"99,610"
2022-09-20,"99,690"
2022-09-21,"99,810"
2022-09-22,"99,930"
2022-09-23,"101,550"
2022-09-26,"101,610"
2022-09-27,"101,580"
2022-09-28,"101,640"
2022-09-29,"101,610"
2022-09-30,"103,410"
2022-10-03,"103,360"
2022-10-04,"103,390"
2022-10-05,"103,410"
2022-10-06,"103,290"
2022-10-07,"103,670"
2022-10-10,"103,730"
2022-10-11,"103,660"
2022-10-12,"103,610"
2022-10-13,"103,650"
2022-10-14,"108,510"
2022-10-17,"108,510"
2022-10-18,"108,390"
2022-10-19,"108,320"
2022-10-20,"108,290"
2022-10-21,"108,420"
2022-10-24,"108,590"
2022-10-25,"108,570"
2022-10-26,"108,610"
2022-10-27,"108,510"
2022-10-28,"98,380"
2022-10-31,"98,140"
2022-11-01,"98,220"
2022-11-02,"97,950"
2022-11-03,"97,950"
2022-11-04,"97,900"
2022-11-07,"97,850"
2022-11-08,"97,840"
2022-11-09,"97,720"
2022-11-10,"97,840"
2022-11-11,"107,800"
2022-11-14,"107,820"
2022-11-15,"107,800"
2022-11-16,"107,900"
2022-11-17,"107,880"
2022-11-18,"103,100"
2022-11-21,"102,930"
2022-11-22,"102,750"
2022-11-23,"102,670"
2022-11-24,"102,590"
2022-11-25,"107,220"
2022-11-28,"107,130"
2022-11-29,"107,130"
2022-11-30,"107,030"
2022-12-01,"106,920"
2022-12-02,"98,660"
2022-12-05,"98,330"
2022-12-06,"98,260"
2022-12-07,"98,050"
2022-12-08,"98,090"
2022-12-09,"100,740"
2022-12-12,"100,750"
2022-12-13,"100,610"
2022-12-14,"100,600"
2022-12-15,"100,720"
2022-12-16,"99,950"
2022-12-19,"99,740"
2022-12-20,"99,670"
2022-12-21,"99,670"
2022-12-22,"99,740"
2022-12-23,"98,950"
2022-12-26,"98,860"
2022-12-27,"98,780"
2022-12-28,"98,620"
2022-12-29,"98,670"
2022-12-30,"98,280"
2023-01-02,"98,120"
2023-01-03,"98,030"
2023-01-04,"98,040"
2023-01-05,"98,040"
2023-01-06,"96,720"
2023-01-09,"96,640"
2023-01-10,"96,570"
2023-01-11,"96,560"
2023-01-12,"96,440"
2023-01-13,"98,550"
2023-01-16,"98,640"
2023-01-17,"98,590"
2023-01-18,"98,490"
2023-01-19,"98,550"
2023-01-20,"96,670"
2023-01-23,"96,700"
2023-01-24,"96,690"
2023-01-25,"96,770"
2023-01-26,"96,550"
2023-01-27,"97,330"
2023-01-30,"97,150"
2023-01-31,"97,210"
2023-02-01,"97,130"
2023-02-02,"97,220"
2023-02-03,"97,200"
2023-02-06,"96,790"
2023-02-07,"96,640"
2023-02-08,"96,360"
2023-02-09,"95,960"
2023-02-10,"91,410"
2023-02-13,"90,850"
2023-02-14,"94,640"
2023-02-15,"94,570"
2023-02-16,"94,220"
2023-02-17,"93,960"
2023-02-20,"94,830"
2023-02-21,"94,810"
2023-02-22,"94,610"
2023-02-23,"94,340"
2023-02-24,"92,700"
2023-02-27,"92,540"
2023-02-28,"92,460"
2023-03-01,"92,530"
2023-03-02,"92,510"
2023-03-03,"92,600"
2023-03-06,"92,430"
2023-03-07,"92,430"
2023-03-08,"92,420"
2023-03-09,"92,390"
2023-03-10,"92,630"
2023-03-13,"92,350"
2023-03-14,"92,290"
2023-03-15,"92,430"
2023-03-16,"92,300"
2023-03-17,"92,300"
2023-03-20,"91,930"
2023-03-21,"92,060"
2023-03-22,"91,960"
2023-03-23,"91,910"
2023-03-24,"91,720"
2023-03-27,"87,960"
2023-03-28,"88,000"
2023-03-29,"88,040"
2023-03-30,"88,030"
2023-03-31,"88,180"
2023-04-03,"88,130"
2023-04-04,"88,170"
2023-04-05,"88,090"
2023-04-06,"87,980"
2023-04-07,"87,860"
2023-04-10,"91,300"
2023-04-11,"91,370"
2023-04-12,"91,560"
2023-04-13,"91,530"
2023-04-14,"91,580"
2023-04-17,"91,580"
2023-04-18,"91,260"
2023-04-19,"91,270"
2023-04-20,"91,660"
2023-04-21,"90,830"
2023-04-24,"94,720"
2023-04-25,"94,650"
2023-04-26,"94,710"
2023-04-27,"94,730"
2023-04-28,"94,810"
2023-05-01,"94,630"
2023-05-02,"92,940"
2023-05-03,"93,030"
2023-05-04,"88,290"
2023-05-08,"92,740"
2023-05-09,"92,850"
2023-05-10,"92,730"
2023-05-11,"92,860"
2023-05-12,"93,000"
2023-05-15,"92,830"
2023-05-16,"92,780"
2023-05-17,"92,640"
2023-05-18,"92,680"
2023-05-19,"92,530"
2023-05-22,"92,660"
2023-05-23,"92,680"
2023-05-24,"92,710"
2023-05-25,"92,870"
2023-05-26,"91,340"
2023-05-29,"91,280"
2023-05-30,"91,280"
2023-05-31,"91,350"
2023-06-01,"91,230"
2023-06-02,"91,350"
2023-06-05,"91,390"
2023-06-06,"91,350"
2023-06-07,"89,550"
2023-06-08,"89,360"
2023-06-09,"95,680"
2023-06-12,"95,490"
2023-06-13,"95,540"
2023-06-14,"95,540"
2023-06-15,"95,500"
2023-06-16,"95,440"
2023-06-19,"95,310"
2023-06-20,"95,120"
2023-06-21,"94,970"
2023-06-22,"94,990"
2023-06-23,"95,230"
2023-06-26,"96,900"
2023-06-27,"97,020"
2023-06-28,"97,000"
2023-06-29,"96,790"
2023-06-30,"96,640"
2023-07-03,"96,650"
2023-07-04,"96,530"
2023-07-05,"96,540"
2023-07-06,"96,120"
2023-07-07,"96,240"
2023-07-10,"96,350"
2023-07-11,"96,340"
2023-07-12,"96,410"
2023-07-13,"96,220"
2023-07-14,"96,210"
2023-07-17,"96,160"
2023-07-18,"95,990"
2023-07-19,"95,880"
2023-07-20,"96,000"
2023-07-21,"96,040"
2023-07-24,"96,250"
2023-07-25,"96,130"
2023-07-26,"90,300"
2023-07-27,"89,920"
2023-07-28,"82,020"
2023-07-31,"84,080"
2023-08-01,"83,920"
2023-08-02,"83,390"
2023-08-03,"84,860"
2023-08-04,"84,650"
2023-08-07,"86,290"
2023-08-08,"86,410"
2023-08-09,"86,030"
2023-08-10,"86,450"
2023-08-11,"87,660"
2023-08-14,"88,820"
2023-08-15,"88,780"
2023-08-16,"88,760"
2023-08-17,"88,790"
2023-08-18,"87,460"
2023-08-21,"87,510"
2023-08-22,"87,320"
2023-08-23,"87,420"
2023-08-24,"87,700"
2023-08-25,"90,500"
2023-08-28,"90,380"
2023-08-29,"90,360"
2023-08-30,"90,350"
2023-08-31,"90,360"
2023-09-01,"88,610"
2023-09-04,"88,650"
2023-09-05,"88,410"
2023-09-06,"89,000"
2023-09-07,"89,890"
2023-09-08,"90,160"
2023-09-11,"90,260"
2023-09-12,"90,260"
2023-09-13,"90,360"
2023-09-14,"90,580"
2023-09-15,"91,630"
2023-09-18,"90,610"
2023-09-19,"91,010"
2023-09-20,"91,300"
2023-09-21,"91,400"
2023-09-22,"91,900"
2023-09-25,"92,430"
2023-09-26,"92,530"
2023-09-27,"92,710"
2023-10-02,"92,990"
2023-10-03,"92,980"
2023-10-04,"93,100"
2023-10-05,"93,340"
2023-10-06,"95,950"
2023-10-09,"95,960"
2023-10-10,"96,050"
2023-10-11,"96,200"
2023-10-12,"96,450"
2023-10-13,"92,760"
2023-10-16,"92,790"
2023-10-17,"92,760"
2023-10-18,"92,870"
2023-10-19,"92,930"
2023-10-20,"97,170"
2023-10-23,"100,380"
2023-10-24,"100,250"
2023-10-25,"100,200"
2023-10-26,"97,340"
2023-10-27,"87,000"
2023-10-30,"88,280"
2023-10-31,"88,340"
2023-11-01,"88,250"
2023-11-02,"97,900"
2023-11-03,"98,100"
2023-11-06,"100,980"
2023-11-07,"100,990"
2023-11-08,"101,190"
2023-11-09,"101,190"
2023-11-10,"97,860"
2023-11-13,"97,800"
2023-11-14,"97,820"
2023-11-15,"97,850"
2023-11-16,"97,770"
2023-11-17,"98,350"
2023-11-20,"102,030"
2023-11-21,"101,970"
2023-11-22,"101,730"
2023-11-23,"101,080"
2023-11-24,"96,930"
2023-11-27,"97,140"
2023-11-28,"97,100"
2023-11-29,"96,900"
2023-11-30,"96,900"
2023-12-01,"89,740"
2023-12-04,"89,620"
2023-12-05,"89,630"
2023-12-06,"89,750"
2023-12-07,"92,600"
2023-12-08,"92,600"
2023-12-11,"92,370"
2023-12-12,"92,550"
2023-12-13,"92,490"
2023-12-14,"92,510"
2023-12-15,"97,880"
2023-12-18,"97,800"
2023-12-19,"97,760"
2023-12-20,"97,850"
2023-12-21,"96,840"
2023-12-22,"94,710"
2023-12-25,"94,750"
2023-12-26,"94,780"
2023-12-27,"94,740"
2023-12-28,"94,870"
2023-12-29,"94,700"
